1,0,0
4,0,0
3,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
6,0,0
3,0,0
3,0,0
2,0,0
3,0,0
3,0,0
3,0,0
4,0,0
4,0,0
16,2,0
36,6,0
40,9,0
31,5,0
41,10,0
42,10,0
42,12,0
38,7,0
40,9,0
32,4,0
16,0,0
4,0,0
4,0,0
3,0,0
3,0,0
2,0,0
1,0,0
1,0,0
1,0,0
2,0,0
4,0,0
2,0,0
9,0,0
29,5,0
37,8,0
35,6,0
41,10,0
42,11,0
41,10,0
42,8,0
42,8,0
41,9,0
37,7,0
20,2,0
5,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
8,0,0
28,3,0
28,5,0
28,7,0
11,0,0
5,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
1,0,0
2,0,0
27,3,0
34,8,0
6,0,0
27,7,0
4,0,0
38,11,0
42,15,0
41,12,0
2,0,0
2,0,0
5,0,0
6,0,0
7,0,0
9,0,0
8,0,0
8,0,0
6,0,0
5,0,0
3,0,0
2,0,0
2,0,0
5,0,0
7,0,0
19,2,0
34,7,0
36,8,0
38,9,0
31,5,0
35,6,0
31,5,0
20,2,0
16,1,0
8,0,0
6,0,0
6,0,0
6,0,0
7,0,0
8,0,0
8,0,0
7,0,0
8,0,0
8,0,0
10,0,0
16,1,0
10,0,0
10,0,0
9,0,0
9,0,0
8,0,0
9,0,0
9,0,0
9,0,0
10,0,0
15,0,0
16,1,0
19,1,0
23,2,0
19,1,0
20,1,0
12,0,0
11,0,0
8,0,0
7,0,0
6,0,0
6,0,0
6,0,0
6,0,0
5,0,0
10,0,0
6,0,0
5,0,0
6,0,0
7,0,0
5,0,0
5,0,0
8,0,0
12,0,0
10,0,0
11,0,0
14,0,0
15,0,0
19,1,0
14,0,0
11,0,0
10,0,0
11,0,0
12,0,0
11,0,0
10,0,0
13,0,0
6,0,0
5,0,0
5,0,0
7,0,0
5,0,0
3,0,0
9,0,0
6,0,0
4,0,0
6,0,0
7,0,0
8,0,0
7,0,0
5,0,0
5,0,0
12,0,0
14,0,0
11,0,0
40,11,0
40,11,0
37,8,0
35,5,0
37,7,0
33,5,0
28,5,0
19,2,0
10,0,0
8,0,0
3,0,0
2,0,0
2,0,0
2,0,0
5,0,0
10,0,0
27,2,0
33,4,0
34,4,0
24,2,0
37,7,0
41,10,0
37,8,0
33,4,0
20,0,0
19,0,0
28,2,0
32,4,0
32,4,0
11,0,0
4,0,0
2,0,0
2,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
6,0,0
24,2,0
24,2,0
27,2,0
20,1,0
23,1,0
36,5,0
19,1,0
9,0,0
14,1,0
5,0,0
3,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
3,0,0
4,0,0
6,0,0
33,5,0
23,3,0
8,0,0
3,0,0
3,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
8,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
0,0,0
1,0,0
1,0,0
27,3,0
26,3,0
23,2,0
38,12,0
40,12,0
42,16,0
42,14,0
42,20,0
42,15,0
40,9,0
40,13,0
36,7,0
30,6,0
37,6,0
28,4,0
22,1,0
34,4,0
41,10,0
42,16,0
42,27,2
42,33,3
42,26,1
42,19,0
32,7,0
42,23,1
42,34,3
41,20,0
38,9,0
29,4,0
41,18,0
42,30,2
42,31,3
41,17,0
32,6,0
30,4,0
24,2,0
23,2,0
27,3,0
32,3,0
30,4,0
40,10,0
40,9,0
41,11,0
41,20,1
42,30,3
39,19,1
19,1,0
15,1,0
12,1,0
14,1,0
16,1,0
26,6,0
42,26,2
41,21,1
39,12,0
41,18,0
41,15,0
42,18,1
41,23,3
34,6,0
19,1,0
12,0,0
25,5,0
40,27,4
42,32,6
42,28,4
42,33,6
42,35,7
31,10,1
19,1,0
9,0,0
14,1,0
29,10,1
42,32,5
41,24,2
42,26,2
